item,itemLabel,website,industryLabel,hqLabel,ownedByLabel,memberOfLabel,inception,dissolved,revenue,revenue_date_parsed,country
http://www.wikidata.org/entity/Q132734017,Q132734017,web.palmaactiva.com/wp-content/uploads/2021/05/86-papeleria-imprenta-alemany.pdf,Stationery Shop,Palma,,,1934-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q1327389,RCS MediaGroup,rcsmediagroup.it,Mass Media,Milan,Cairo Communication,,1986-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q1327429,Fincantieri,fincantieri.com,Shipbuilding,Trieste,,,1959-01-01 00:00:00+00:00,,1900000000.0,2018-01-01 00:00:00+00:00,Italy
http://www.wikidata.org/entity/Q132744204,Burgermeister,burger-meister.ch,Food Industry,Zurich,,,2015-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q132802147,Avinor Flysikring,avinor.no/flysikring,Air Navigation Service Provider,Oslo,,,2014-01-07 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q132830159,Unidata,unidata.it,Telecommunications,Rome,,,1985-01-01 00:00:00+00:00,,22699619.0,2020-01-01 00:00:00+00:00,Italy
http://www.wikidata.org/entity/Q1328397,Hurtan,hurtan.com,Automotive Industry,Santa Fe,,,1991-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q132852177,Q132852177,unifiber.it,Telecommunications,Rome,Unidata,,2020-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q132855551,Q132855551,antennadsl.com,Telecommunications,Viterbo,,,2010-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q132859591,Q132859591,tvsnet.it,Telecommunications,Montefiascone,,,1986-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q132937866,Q132937866,bouchons-trescases.fr,"Q112165237, Rental Of Land And Other Real Estate","Céret, Le Boulou",,,1876-01-01 00:00:00+00:00,,44800000.0,2024-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q1329463,Quiksilver,quiksilver.fr,Textile Industry,Huntington Beach,Authentic Brands Group,,1969-01-01 00:00:00+00:00,,1810000000.0,2013-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q1329485,H. P. Bulmer,bulmers.co.uk,Beverage Industry,London,Heineken,,1887-01-01 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q133073029,Qascom,qascom.com,Space Industry,"Bassano Del Grappa, Cassola",,,2004-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q1330823,Elite Systems,elite-systems.co.uk,Video Game Industry,Lichfield,,,1984-01-01 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q1331615,Elkem,elkem.com,Metal Industry,Oslo,,,1904-01-02 00:00:00+00:00,,33004000000.0,2024-01-01 00:00:00+00:00,Norway
http://www.wikidata.org/entity/Q133162809,Q133162809,rob.eu,"Clothing Industry, Costume Accessory",Amsterdam,,,1975-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q133187570,Q133187570,zellamid.com,Polymer Chemistry,Kaprun,,,1951-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q133212170,Eldim,eldim.com,"Engineering, Technical Studies, Optics",Hérouville-Saint-Clair,,,1991-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133247254,Q133247254,nachgroup.com,Q112166087,Saint-Ouen-L'Aumône,Q133310649,,2008-01-01 00:00:00+00:00,,6500000.0,2024-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q133254077,Q133254077,archimbaudopticien.com,Optician,Marseille,,,2004-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133265470,Q133265470,ringover.fr,"Data Processing, Hosting And Related Activities",Montrouge,,,2005-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133271159,Payhawk,payhawk.com,"Fintech, Software Industry",London,,,2018-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133280072,M.H. Simonsen ApS,mhsimonsen.com/about,Water Transport,Svendborg,,,1931-01-01 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q133411210,Cernova AS,cernova.no,Food Manufacturing,Bergen,"Felleskjøpet Agri, Fritt Ord",,1990-09-05 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q1334431,Ringnes,ringnes.no,Beverage Industry,Oslo,Carlsberg Group,,1876-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q133459873,BioLogic,biologic.net,Battery Industry,Seyssinet-Pariset,,,1983-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133504550,Sociedad Española de Alquiler Garantizado,seag.es,Finance Lease,Barcelona,,,2014-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q133519141,Mintlayer,mintlayer.org/en,"Cryptocurrency, Non-Fungible Token",San Marino,,,2020-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q133566755,Q133566755,grupoaire.es,Telecommunications,Elche,,,2002-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q133566835,Forumnet,forumnet.it,"Event Planning, Operation Of Sports Facilities",Assago,,,1990-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q133569519,Ragno,ragno.com,Retail,Valduggia,,,1879-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q133575952,RealizationZone,realization.zone,"Software Development, Web Development",Chur,,,2018-04-27 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q13358816,Transports Publics Neuchâtelois,transn.ch,Public Transport,La Chaux-De-Fonds,,"International Rail Transport Committee, Public Transport Union",2012-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q13360672,Rieger Orgelbau,rieger-orgelbau.com,Musical Instrument Maker,Schwarzach,,,1845-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q1337240,Getinge AB,getingegroup.com,Health Care,Getinge,,,1904-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q133730800,Maeve Aerospace,maeve.aero,Aircraft Industry,Delft,,,2021-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q133756923,Bookshop Zweymüller,kral-buch.at/kralbaden,Bookselling,Baden,,,1864-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q1337706,Vocento,vocento.com,Mass Media,Madrid,,,2002-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q133838120,Ebro,ebroauto.com,"Automotive Industry, Vehicle Construction",Barcelona,,,2024-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q133838762,Q133838762,glommen-mjosen.no,Forestry,Elverum,,,2005-11-04 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q133848121,BeASmarterLeader,beasmarterleader.com,"Business Consulting, Coaching, Leadership Development",Sweden,,,2021-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q133848166,SEE Management,seemanagement.se,"Business Consulting, Coaching, Leadership Development",Sweden,,,2017-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q133848184,Q133848184,schaakcafehethok.nl,Horeca,Amsterdam,,,1973-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,,,Netherlands
http://www.wikidata.org/entity/Q133848832,Q133848832,liberty.ch,Financial Services,Schwyz,,,2001-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q133848926,Q133848926,hellowatt.fr,"Energy Transition, Q112166072",8Th Arrondissement Of Paris,,,2016-11-18 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133861705,Panificadora de Alcalá,panalca.com,Food Industry,Alcalá De Henares,,,1955-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q133871338,Vibiscus,vibiscus.com/fr,"Engineering, Technical Studies",Besançon,,,2021-09-03 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133871398,Q133871398,latelierdistribution.fr,"Film Distribution, Q112165943",Boulogne-Billancourt,,,2011-06-27 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133876795,Q133876795,agesetvie.com,"Q112165557, Real Estate Development",Chalezeule,Korian,,2006-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q133880139,Cavourese,cavourese.it,Public Transport,Turin,,,1945-12-14 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q1339416,Stork B.V.,stork.com,Machinery Industry And Plant Construction,"Hengelo, Naarden",,,1868-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q1339621,Ems-Chemie,ems-group.com,Angewandte Chemie,"Domat/Ems, Herrliberg",,,1936-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q13404085,Red Thread Games,redthreadgames.com,Video Game Industry,Oslo,,,2012-09-05 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q134057515,Roman (consulting firm),romanrm.com,"Advertising, Communication, Public Relations, Social Prestige",Barcelona,,,1989-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q134063585,MVS Watches,mvswatches.com,Retail,Wales,,,2022-01-01 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q134077730,Q134077730,moveboks.dk,Renting,Copenhagen,,,2020-01-01 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q134079802,Solar360,solar360.es,Photovoltaics,Spain,"Repsol, Telefónica",,2022-06-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q134082795,Specialcontainer Offshore and Maritime,specialcontainer.dk,Industrial Sector,Esbjerg,,,2010-01-01 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q134088099,Jenny & Schindler,schindler-kg.at,Textile Company,Kennelbach,,,1825-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q1341066,ENEA AB,enea.com,Software Industry,Stockholm,,Linux Foundation,1968-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q1341079,Eneco,eneco.nl,Energy Company,Rotterdam,,Federal Association of Wind Farm Operators Offshore,1995-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q134112908,Q134112908,otrabuss.no,Public Transport,Arendal,,,2024-02-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q1341212,Energie Klagenfurt,energieklagenfurt.at,Energy Company,Klagenfurt Am Wörthersee,,,2005-10-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q1341214,Energie Steiermark,e-steiermark.com,"Electric Power Generation, Transmission And Distribution, Energy Supply",Graz,Styria,,1996-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q1341216,Energie Graz,energiegraz.at,Energy Supply,Graz,"Energie Steiermark, Graz, Holding Graz",,1960-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q134122570,Q134122570,harfanglab.io,Computer Programming,Paris,,,2018-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q1341226,Energie Wasser Bern,ewb.ch,"Energy Supply, Water Supply",Bern,Bern,,2002-01-01 00:00:00+00:00,,750900000.0,2024-01-01 00:00:00+00:00,Switzerland
http://www.wikidata.org/entity/Q1341529,Energinet,en.energinet.dk,"Electric Power Industry, Gas Industry",Erritsø,,"European Network of Transmission System Operators for Electricity, European Network of Transmission System Operators for Gas",2005-01-01 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q13416787,Engie,agence.engie-homeservices.fr,"Energy Industry, Facility Management, Q112165535, Waste Management",Paris,Criteria Caixa,,2008-07-22 00:00:00+00:00,,82565000000.0,2023-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q1341684,Engadiner Kraftwerke,engadin-strom.ch,Energy Supply,Zernez,,,1954-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q134176063,Goods,goods.no,Design,Oslo,,,2019-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q13422541,EITB,eitb.eus,"Broadcasting, Journalism, Mass Media",Bilbao,,,1982-05-20 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q134234756,Rytger,rytger.dk,Home Appliance,Brøndbyvester,"Kurt Rytger, Morten Ravnkilde",,2007-01-01 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q1342350,Tod's S.p.A.,tods.com,Textile Industry,Sant'Elpidio A Mare,,,1978-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134236387,Elec Training,elec.training,Vocational Education,Wolverhampton,,,2023-01-01 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q134292203,Q134292203,enalyzer.com,"Information Technology, Online Survey Service",Refshaleøen,,,2000-11-01 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q134301708,Q134301708,solvermedia.com,Technology,San Sebastián De Los Reyes,,,2003-03-26 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q1343118,Intesa Sanpaolo,intesasanpaolo.com,Financial Sector,Turin,,"Federal Association of German Banks, Net-Zero Banking Alliance",2007-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134316219,KIMA arkitektur,kimaarkitektur.no,Architecture,Oslo,,,2008-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q1343270,Legea,legea.it,Textile Industry,Pompei,,,1993-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q1343462,Ennskraftwerke AG,ennskraft.at,Energy Supply,Steyr,,,1947-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q134348016,Q134348016,hmt-france.com,"Engineering, Technical Studies",Tarbes,,,2017-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134351187,Ala Assicurazioni,ala.sara.it,Insurance Industry,Milan,"Automobile Club d'Italia, Sara Assicurazioni",,1987-01-01 00:00:00+00:00,2015-11-15 00:00:00+00:00,,,Italy
http://www.wikidata.org/entity/Q134358565,Lala Tøyen,lala.no,"Landscape Architecture, Urban Planning",Oslo,,,2009-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q134369607,Q134369607,cidiverte.it,Retail,Gallarate,,,1992-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q13439309,Lindeboom,lindeboom.nl,Brewing Industry,Neer,,,1870-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q13441782,Andøya Space Education,narom.no,Education,Andøya,,,2000-07-07 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q134462071,Q134462071,alteagreenpower.it,Renewable Energy,Turin,,,2008-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134462904,Rica Eiendom,ricaeiendom.no,Real Estate Company,Oslo,,,1975-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q134463125,Bertel O. Steen Defence & Security,bosdefence.no,Defense Industry,Oslo,,,1987-11-10 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q134463853,Millon,millon.com,Auction,Paris,,,1928-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134469852,Q134469852,taletespa.eu,Water Supply,Viterbo,Province of Viterbo,,2003-12-18 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134487043,Nepenthe Film,nepenthefilm.com,Filmmaking,Frederiksberg Municipality,,,2005-06-24 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q134499716,Faborit,faborit.com,"Food Industry, Foodservice",Madrid,,,2002-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q134510825,Q134510825,ilovericcio.com,Cosmetics Industry,Milan,,,2016-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134519455,Acorn Safety Services,legionellarisks.co.uk,"Construction Safety And Health, Fire Safety, Regulatory Compliance",Northampton,,,2013-04-25 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q134521417,I Love Riccio,ilovericcio.com/it,Hair Care,Milan,,,2016-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q1345441,SAS Group,sasgroup.net,Air Transport,Stockholm,"Air France-KLM, Lind Invest, Ministry of Finance of Denmark",,1946-01-01 00:00:00+00:00,,13960000000.0,2021-01-01 00:00:00+00:00,Sweden
http://www.wikidata.org/entity/Q134546894,Q134546894,mediatika.org,Production De Films Et De Programmes Pour La Télévision,Paris,,,1998-07-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134562647,Q134562647,equans.fr/nos-solutions/batiment/genie-climatique,"Climate Engineering, Q112165594",Courbevoie,,,1861-01-01 00:00:00+00:00,,1521230950.0,2024-01-01 00:00:00+00:00,France
http://www.wikidata.org/entity/Q134562765,Q134562765,equans.fr/votre-activite/infrastructures-energetiques/nucleaire/ventilation,"Engineering, Technical Studies",Lyon,,,2024-02-12 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134563281,Enel Gas,enelgas.it,Trade Of Gas Through Mains,Rome,Enel,,2001-06-13 00:00:00+00:00,2007-01-01 00:00:00+00:00,,,Italy
http://www.wikidata.org/entity/Q134567153,KZN agency,agence-kzn.com,"Holding Company Activities, Online Advertising",Nice,,Q130587532,2014-06-20 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134570415,Enel Italia,enel.it,Trade Of Electricity,Rome,Enel,,2001-01-27 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134581221,Vivid Money,vivid.money,Financial Services,Berlin,,,2019-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q134582816,Q134582816,dmb.it,Book Distribution,Monza,,,1990-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134587532,Q134587532,emmelibri.it,Book Distribution,Assago,,,2008-01-17 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134589376,Q134589376,eisn.fr,"Cybersecurity, Information Technology, Q105012681","Paris, Poissy",,,1998-08-10 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134591968,Q134591968,xeal.es,"Electricity Generation, Metallurgy",Cee,,,1900-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q134596012,kompasbank,kompasbank.dk,"Financial Services, Fintech",Copenhagen Metropolitan Area,,,2017-01-01 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q134606852,Q134606852,dkits.dk,Computer Security,Nyborg,Q134606867,,2024-03-27 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q134620124,Q134620124,etimbri.com,Artisan,Vibo Valentia,,,2004-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134644083,E’Maging Computer France,emaging.fr,Q112165721,Chessy,,,2005-11-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134644240,Q134644240,ebrand.com,"Wholesale (Business-To-Business) Of Computers, Computer Peripheral Equipment And Software",Leudelange,,,2025-04-02 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134683139,Synapsun,synapsun.com/en,"Agrivoltaics, Furniture Industry, Photovoltaics, Renewable Energy Industry, Repowering, Wholesale (Intercompany Trade) Of Electronic And Telecommunications Equipment And Parts",Sainte-Foy-Lès-Lyon,,,2016-11-07 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134690612,Q134690612,tilestorytellers.com,Film Industry,Naples,,,2014-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134692761,Q134692761,sal.no,Particulate Matter Sensor,Grimstad,,,2016-08-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q134698656,Q134698656,fermopoint.it,Transportation Industry,Stezzano,BRT,,2014-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134705006,Manuel Kuckenberger e.U. Hotel Consulting,kuckenberger.at,Business And Other Management Consultancy Activities,Gleisdorf,,,2024-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q134715404,Tendre'S,tendreslove.com,Retail,Ducos,,,2011-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134732777,Swish World Group,swishworldgroup.com,"E-Commerce, Information Technology, Telecommunications",Lexington,,,2019-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q1347462,Epo-Film,epofilm.com/de,Film Industry,Vienna,"Dieter Pochlatko, Jakob Pochlatko",,1954-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q134777034,100 Nutrition,boostdnutrition.com,"E-Commerce, Education, Health Care, Retail",Birmingham,,,2019-11-20 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q134789123,Comac S.p.A.,comac.it/en,Mechanical Engineering,Verona,,,1974-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134880948,Myinvestor,myinvestor.es,Financial Services,Madrid,,,2017-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q134880991,Helfrich,helfrich.fr,"Software Industry, Wholesale",Kirrwiller,Q131223468,,1987-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134881031,RORTOS,rortos.com,"Simulation Video Game, Video Game Industry","Italy, Verona",,,2012-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134885644,Q134885644,dimensione.com,Telecommunications,Campobasso,,,2005-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134888915,Q134888915,qoqa.ch,E-Commerce,Bussigny,,,2005-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q134895527,Q134895527,praestoboghandel.dk,Retail Sale Of Books In Specialised Stores,Præstø,,,2025-04-14 00:00:00+00:00,,,,Denmark
http://www.wikidata.org/entity/Q1349213,Malossi,malossi.com,Engine Tuning,Calderara Di Reno,,,1930-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134963564,Landolfi,landolfi1997.it,Food Industry,Gragnano,,,1997-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q134969681,Q134969681,phare-ouest.tv,Production De Films Et De Programmes Pour La Télévision,Boulogne-Billancourt,,,2003-06-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134972268,Q134972268,leroidelafenetre.fr,Joinery,La Rochelle,,,2014-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134974282,Q134974282,france-menuisiers.fr,Joinery,La Rochelle,,,1999-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134980738,Inlet AS,inlet.tech,Software Industry,Fredrikstad Municipality,,,2020-05-08 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q134990551,KEVALEX,mineraux.fr,Retail,Boutiers-Saint-Trojan,,,2015-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q134992617,Envapro,envapro.com,Product Packaging,Madrid,,,2006-01-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q135012102,Q135012102,lascaray.com,Cosmetics Industry,Vitoria-Gasteiz,,,1823-10-01 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q135012613,Brickyard Industries Strating,strating.nl,Brickmaking,Oude Pekela,,,1883-01-01 00:00:00+00:00,,,,Netherlands
http://www.wikidata.org/entity/Q135033985,Q135033985,designwerk.com,"Charging Station, Electromobility",Winterthur,,,2008-01-01 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q135038266,Amrize,amrize.com/us/en/amrize-homepage.html,Construction Materials Industry,Zug,,,2025-06-23 00:00:00+00:00,,,,Switzerland
http://www.wikidata.org/entity/Q135051501,Investir dans l'ancien,investirdanslancien.fr,Real Estate Investing,Street Address,,,2019-01-15 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135087867,Perruque Femme,perruque-femme.com,E-Commerce,Paris,,,2020-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135102790,Q135102790,hitech-gamer.com,Commerce,Traun,,,1986-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q135102819,Q135102819,domotex.com,Wholesale Of Textiles,Saint-André-Lez-Lille,,,1977-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135102867,Q135102867,faconmedical.fr,Retail,Aulnoy-Lez-Valenciennes,,,2005-06-02 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135102904,Garvan Acoustic,garvanacoustic.com,Electronics Industry,Faenza,,,2005-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q135103627,The EV Network,theevnetwork.com,Electric Vehicle Charging Network,London,,,2017-01-01 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q135105258,Iotti & Vibe violin makers,iottivibe.com,Lutherie,Parma,,,2019-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q135111880,LEVA i Lysekil AB,levailysekil.se,"Energy And Water Industries, Energy Supply, Water Supply And Sanitation",Gåseberg,Lysekils Stadshus AB,,2008-01-01 00:00:00+00:00,,,,Sweden
http://www.wikidata.org/entity/Q135180459,Q135180459,coopetruria.coop.it,Mass-Market Retailing,Piombino,,,2025-07-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q135181522,Q135181522,velvet.fr,Q112165839,Paris,,,2024-07-08 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q1351854,McLaren Automotive,cars.mclaren.com,Automotive Industry,Mclaren Technology Centre,McLaren Technology Group,,1985-12-02 00:00:00+00:00,,,,United Kingdom
http://www.wikidata.org/entity/Q135189018,Q135189018,e-garette.fr,"Nomenclature D'Activités Française, Rév. 2",Horbourg-Wihr,,,2011-01-01 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135190034,Q135190034,waelderversicherung.at,Insurance,Andelsbuch,,,1798-01-01 00:00:00+00:00,,,,Austria
http://www.wikidata.org/entity/Q135190041,Q135190041,ikoula.com/en,"Cloud Computing, Data Processing, Hosting And Related Activities, Web Hosting Service",Paris,,CISPE - Cloud Infrastructure Services Providers in Europe,1998-02-17 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135197946,Giuseppe Mazzotti Manifattura Ceramiche,gmazzotti1903.it,Pottery Industry,Albissola Marina,,,1903-01-01 00:00:00+00:00,,,,Italy
http://www.wikidata.org/entity/Q135217026,Q135217026,viesgodistribucion.com,Electric Power Distribution,Santander City,,,2001-11-28 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q135221586,Metlabs Blockchain,metlabs.io,"Blockchain, Cloud Computing, Cryptocurrency Industry, Software Industry",A Coruña,,,2022-12-12 00:00:00+00:00,,,,Spain
http://www.wikidata.org/entity/Q135231902,E-Politic,e-politic.com,"Public Relations, Q112166040",Paris,,,2014-05-19 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135240974,Nik. Haugrønning AS,haugronning.no,"Mechanical Engineering, Transport, Transportation Industry",Trondheim,,,1935-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q135243496,Bevouac,bevouac.com,Real Estate Investing,Paris,,,2017-06-28 00:00:00+00:00,,,,France
http://www.wikidata.org/entity/Q135256889,ParkerStore Trondheim,parkerstore-trondheim.no,"Hydraulic Engineering, Mechanical Engineering",Trondheim,Nik. Haugrønning AS,,2013-01-01 00:00:00+00:00,,,,Norway
http://www.wikidata.org/entity/Q1353057,Kelme,kelme.com,Textile Industry,Elche,,,1977-01-01 00:00:00+00:00,,,,Spain
